Date,Open,High,Low,Close,Volume
2019 Oct 08 13:10 Tue,115.946574164,116.003676639,115.898988769,115.937057085,27729
2019 Oct 08 13:15 Tue,115.944385236,115.975125402,115.898988769,115.908505848,19041
2019 Oct 08 13:20 Tue,115.918022927,116.041554613,115.903176284,116.041554613,23008
2019 Oct 08 13:25 Tue,116.051262034,116.117881587,116.032227876,116.098847429,30492
2019 Oct 08 13:30 Tue,116.098847429,116.155949904,116.08933035,116.108364508,16748
2019 Oct 08 13:35 Tue,116.116929879,116.19401822,116.079813271,116.079813271,112178
2019 Oct 08 13:40 Tue,116.082858736,116.083715274,115.946574164,116.003676639,34632
2019 Oct 08 13:45 Tue,116.022710797,116.127398666,116.013193718,116.117881587,22142
2019 Oct 08 13:50 Tue,116.108364508,116.127398666,116.060779113,116.079813271,24537
2019 Oct 08 13:55 Tue,116.079813271,116.08933035,116.032227876,116.051262034,47190
2019 Oct 08 14:00 Tue,116.060779113,116.070296192,115.965893835,115.984642481,23784
2019 Oct 08 14:05 Tue,115.984642481,115.99415956,115.822852137,115.870437532,37685
2019 Oct 08 14:10 Tue,115.879954611,116.022710797,115.870437532,116.022710797,25825
2019 Oct 08 14:15 Tue,116.022710797,116.022710797,115.913264388,115.946574164,34903
2019 Oct 08 14:20 Tue,115.946574164,115.99415956,115.946574164,115.946574164,32091
2019 Oct 08 14:25 Tue,115.956091243,116.108364508,115.956091243,116.08933035,22865
2019 Oct 08 14:30 Tue,116.087902788,116.108364508,115.984642481,116.033369925,27593
2019 Oct 08 14:35 Tue,116.041744955,116.251120694,116.003676639,116.108364508,71366
2019 Oct 08 14:40 Tue,116.108364508,116.155949904,116.046503494,116.051262034,72358
2019 Oct 08 14:45 Tue,116.051262034,116.222569457,116.022710797,116.175079233,30620
2019 Oct 08 14:50 Tue,116.184501141,116.28918901,116.136820575,116.28918901,29931
2019 Oct 08 14:55 Tue,116.298039894,116.298515748,116.136915746,116.146432825,19809
2019 Oct 08 15:00 Tue,116.137106087,116.165466983,115.603959318,115.946574164,200984
2019 Oct 08 15:05 Tue,115.946574164,116.098847429,115.822852137,115.851403374,46854
2019 Oct 08 15:10 Tue,115.860920453,115.960849783,115.803817978,115.803817978,31077
2019 Oct 08 15:15 Tue,115.803817978,115.822852137,115.670578872,115.808576518,44392
2019 Oct 08 15:20 Tue,115.794300899,115.965608322,115.78478382,115.965608322,29645
2019 Oct 08 15:25 Tue,115.931822692,116.079813271,115.918022927,115.918022927,40583
2019 Oct 08 15:30 Tue,115.918022927,115.937057085,115.832369216,115.870437532,23182
2019 Oct 08 15:35 Tue,115.841886295,115.975125402,115.803817978,115.832369216,49782
2019 Oct 08 15:40 Tue,115.822852137,115.827610676,115.518305607,115.556373923,93413
2019 Oct 08 15:45 Tue,115.551615383,115.599200779,115.423134816,115.556373923,107590
